Age,Attrition,Department,MonthlyIncome,JobSatisfaction,WorkLifeBalance,YearsAtCompany,DistanceFromHome,Education,OverTime,NumCompaniesWorked,JobRole
57,No,R&D,3428,2,2,28,15,1,No,7,Engineer
29,No,R&D,10369,1,4,18,16,2,Yes,7,Engineer
42,No,HR,12001,2,2,20,8,3,Yes,9,Technician
22,No,R&D,6613,2,2,4,11,2,Yes,9,Technician
57,Yes,R&D,18896,3,2,37,23,1,Yes,9,Technician
54,Yes,HR,14907,4,2,7,16,3,Yes,7,Engineer
35,No,Sales,16667,1,4,33,25,3,Yes,9,Technician
38,No,HR,14794,1,2,29,22,4,Yes,6,Sales Executive
49,No,Sales,4555,2,3,8,23,3,No,5,Sales Executive
44,No,HR,6536,1,1,39,6,1,No,3,Technician
33,No,HR,15323,4,2,31,25,1,Yes,3,Sales Executive
38,No,HR,4508,2,2,28,10,1,Yes,9,HR Executive
22,No,Sales,19298,2,2,35,19,4,Yes,2,Manager
39,No,Sales,18217,4,3,18,8,2,Yes,2,Manager
33,Yes,R&D,11729,1,2,29,29,1,Yes,5,Sales Executive
18,No,Sales,9313,2,4,25,28,3,Yes,0,Technician
21,No,Sales,15701,1,3,39,23,2,No,7,HR Executive
18,No,Sales,6946,3,3,4,18,2,No,8,Manager
18,No,Sales,14378,1,2,13,11,1,Yes,2,Sales Executive
37,No,Sales,10326,1,3,20,27,4,No,5,HR Executive
59,No,Sales,7237,4,2,21,11,3,No,6,Engineer
36,No,Sales,5385,1,2,15,25,3,Yes,4,Technician
55,No,HR,6041,1,1,13,9,2,No,8,Engineer
47,Yes,HR,13589,1,1,29,13,3,No,2,Manager
48,No,Sales,4263,4,1,29,28,1,Yes,0,Technician
48,No,HR,3097,2,1,19,3,3,No,2,Manager
46,Yes,Sales,7356,4,2,14,10,4,Yes,1,Technician
40,No,Sales,9909,4,1,23,10,3,No,7,Technician
35,No,Sales,3929,2,3,25,1,4,Yes,6,HR Executive
21,No,R&D,11148,1,3,35,4,1,No,4,Sales Executive
52,Yes,HR,10103,1,4,10,21,4,Yes,8,Engineer
21,No,R&D,2873,1,4,24,28,2,No,8,HR Executive
37,No,Sales,3924,2,2,25,13,1,Yes,2,Engineer
44,No,R&D,4176,1,4,9,26,4,No,0,Manager
28,No,Sales,5349,3,3,0,6,2,No,5,Technician
45,No,R&D,10209,1,1,9,1,2,Yes,8,Engineer
25,Yes,Sales,5425,1,3,11,8,3,No,4,Engineer
47,Yes,HR,7558,1,1,9,4,1,Yes,3,Engineer
29,No,HR,19301,4,2,34,3,4,No,5,Engineer
22,No,R&D,10984,2,1,9,3,1,Yes,7,Sales Executive
47,Yes,R&D,12364,4,3,31,4,1,No,8,HR Executive
43,No,HR,6036,1,4,16,14,1,Yes,1,Manager
18,No,HR,13302,3,1,14,7,4,Yes,3,Technician
37,Yes,HR,3614,3,2,15,8,1,Yes,0,Sales Executive
49,No,R&D,5965,2,4,30,17,2,No,2,Manager
54,No,R&D,2417,3,3,17,26,2,Yes,2,HR Executive
32,No,HR,11461,1,3,23,18,4,No,3,Technician
22,No,Sales,19604,3,4,14,10,4,No,3,Engineer
20,Yes,Sales,9342,2,3,13,14,2,No,1,Engineer
34,No,HR,4080,4,3,36,29,2,No,7,HR Executive
55,No,HR,16056,3,4,13,24,1,Yes,9,Engineer
59,No,HR,12278,3,1,16,16,4,No,8,Sales Executive
38,Yes,R&D,2272,4,2,28,9,3,No,0,Manager
24,No,Sales,5175,1,3,5,3,1,Yes,5,Technician
26,Yes,HR,18203,1,1,1,7,2,No,5,HR Executive
43,Yes,R&D,8650,1,1,3,22,4,No,2,Engineer
49,No,Sales,5014,1,2,19,13,4,Yes,3,Manager
54,Yes,R&D,13559,2,3,24,5,3,No,2,HR Executive
42,No,Sales,19754,3,4,4,19,2,No,2,Manager
35,No,Sales,7367,2,1,6,22,1,Yes,5,Engineer
52,No,HR,17242,4,2,6,7,4,No,6,Engineer
54,No,HR,18155,2,3,20,10,4,No,6,Manager
28,No,R&D,10131,4,3,39,2,2,No,7,HR Executive
26,Yes,R&D,18617,3,2,4,13,2,Yes,9,Engineer
44,No,Sales,19372,3,3,3,26,2,Yes,0,Technician
26,No,HR,15449,4,4,18,5,1,Yes,4,Engineer
53,No,HR,3432,3,1,24,18,2,No,3,Manager
38,No,HR,5290,4,4,29,3,2,Yes,7,Technician
31,No,R&D,11789,2,4,19,7,3,Yes,9,Manager
52,No,HR,19565,1,1,37,14,1,Yes,9,Engineer
59,No,Sales,13090,3,1,36,15,4,No,8,Manager
30,No,HR,13617,2,2,31,2,2,Yes,2,Sales Executive
28,No,R&D,4242,2,4,25,23,2,Yes,1,Engineer
52,No,HR,16018,3,3,25,12,1,No,3,HR Executive
40,No,R&D,7959,3,2,22,6,3,Yes,3,Technician
24,No,R&D,4743,3,2,38,5,3,Yes,0,Sales Executive
43,No,HR,11225,1,3,17,11,2,No,3,Sales Executive
27,No,HR,10537,2,1,23,26,3,No,3,Technician
48,No,HR,17301,1,2,3,6,1,No,4,Sales Executive
20,No,Sales,18486,3,1,11,20,3,No,8,HR Executive
52,No,Sales,17488,4,4,5,19,4,Yes,4,Sales Executive
22,No,R&D,9663,2,4,30,9,3,No,1,Technician
54,No,Sales,6170,1,1,13,10,1,No,1,Manager
49,No,Sales,6749,1,1,38,8,1,No,8,HR Executive
56,No,HR,18250,2,2,10,16,4,Yes,1,Sales Executive
33,No,Sales,13155,2,2,4,7,3,No,2,Technician
42,No,Sales,16938,4,1,4,24,1,Yes,8,Technician
21,No,HR,18691,3,2,30,2,1,Yes,1,Sales Executive
59,Yes,HR,7083,3,2,6,7,3,Yes,7,Manager
38,No,HR,7438,2,2,31,15,3,No,1,Technician
37,No,HR,10098,1,4,1,5,1,Yes,4,Manager
18,No,HR,18142,2,3,6,17,3,No,4,Sales Executive
50,No,R&D,3240,1,2,31,29,3,Yes,1,Sales Executive
55,No,R&D,16575,4,3,6,6,4,No,6,Sales Executive
26,No,HR,7181,4,3,35,29,3,No,2,HR Executive
19,No,R&D,3810,1,3,19,23,3,Yes,2,Technician
45,No,R&D,16073,3,3,4,20,1,No,6,Sales Executive
32,No,Sales,16097,1,1,36,6,3,Yes,8,Manager
35,No,R&D,3200,1,2,29,16,2,Yes,4,Engineer
19,Yes,HR,19006,1,3,19,23,4,No,4,Technician
46,Yes,HR,2449,4,4,16,12,2,No,3,Technician
37,No,HR,17525,4,4,39,2,2,Yes,1,Manager
32,No,HR,5008,4,3,17,14,2,Yes,6,Technician
55,No,HR,6887,4,4,8,17,3,No,2,Technician
56,No,R&D,18368,3,3,29,9,3,No,3,Technician
23,No,Sales,9591,1,3,1,19,4,No,6,Sales Executive
59,No,Sales,10135,4,4,5,5,2,Yes,8,Sales Executive
32,Yes,Sales,11743,1,4,0,26,3,No,7,Sales Executive
21,No,R&D,7220,3,1,16,6,1,No,1,Engineer
24,No,HR,11875,2,2,8,21,4,No,4,Manager
51,No,R&D,9193,3,4,38,5,4,Yes,0,Technician
48,No,HR,4826,4,4,20,18,1,Yes,5,Manager
20,No,Sales,13865,3,4,24,5,2,No,2,Technician
44,Yes,HR,14539,2,1,1,27,3,No,4,Technician
21,No,HR,5415,3,2,19,4,1,No,1,Manager
49,No,HR,5967,3,1,3,18,2,Yes,3,Sales Executive
21,Yes,Sales,4782,4,4,19,24,2,No,6,Manager
34,No,HR,19401,4,1,28,13,4,Yes,0,Technician
44,No,HR,17111,2,2,13,6,1,No,3,Sales Executive
22,No,HR,16936,2,1,37,11,3,No,4,Manager
23,No,Sales,10332,4,4,22,11,4,Yes,3,HR Executive
38,No,HR,12835,4,3,3,24,4,Yes,2,Sales Executive
33,Yes,HR,2843,2,2,24,19,2,Yes,9,Technician
47,No,HR,4593,1,3,23,27,4,Yes,9,HR Executive
58,No,Sales,14412,1,2,26,28,3,No,1,HR Executive
39,No,HR,17460,2,4,9,5,3,Yes,5,HR Executive
19,No,HR,2776,1,3,39,8,4,No,2,Manager
31,No,Sales,12950,4,1,8,9,4,Yes,8,Manager
27,No,R&D,12199,4,2,14,12,2,Yes,3,Engineer
56,No,Sales,4413,1,3,14,27,1,Yes,6,Technician
21,Yes,R&D,11525,1,4,37,23,4,Yes,8,Engineer
59,Yes,HR,13930,2,3,20,14,3,No,5,Engineer
43,No,Sales,7354,2,2,10,17,4,No,0,Sales Executive
33,No,HR,18308,2,4,33,29,2,No,8,Manager
24,No,Sales,19430,1,3,31,10,2,Yes,9,Sales Executive
22,No,HR,19916,4,4,1,12,1,Yes,7,Engineer
35,No,HR,4342,4,4,14,5,1,Yes,4,Sales Executive
30,No,Sales,16435,4,2,39,2,1,Yes,7,Sales Executive
53,No,R&D,6618,1,1,23,13,2,Yes,4,Sales Executive
26,No,R&D,15795,4,4,26,1,2,No,3,Manager
24,No,R&D,7120,1,2,0,7,3,No,0,HR Executive
55,Yes,Sales,7980,1,2,23,3,3,No,3,HR Executive
29,Yes,Sales,11779,4,1,27,26,3,No,9,Sales Executive
24,No,Sales,19816,3,1,9,22,2,Yes,4,Engineer
44,Yes,Sales,5711,4,3,23,29,3,No,0,Engineer
42,No,HR,15455,2,2,11,16,3,No,7,Manager
39,No,Sales,6642,2,4,0,19,3,Yes,3,Sales Executive
41,No,R&D,4452,4,2,20,12,1,Yes,8,Sales Executive
54,No,HR,11150,3,3,7,29,2,Yes,2,HR Executive
48,No,HR,9603,4,3,6,21,2,No,6,Manager
40,No,Sales,17471,4,4,5,15,1,Yes,7,Technician
51,No,Sales,16317,2,3,29,15,3,No,0,Technician
22,No,HR,3299,3,2,9,12,2,Yes,2,Sales Executive
57,No,Sales,14657,1,3,25,8,1,Yes,3,Technician
39,No,R&D,9561,4,3,8,16,2,Yes,8,Engineer
47,No,Sales,19262,2,2,22,29,1,Yes,2,HR Executive
36,No,HR,13814,3,2,4,14,3,Yes,5,Manager
34,No,Sales,5337,3,2,37,6,2,Yes,0,Sales Executive
24,No,HR,10218,1,3,16,11,4,Yes,6,Engineer
54,Yes,R&D,17044,4,2,10,19,2,Yes,5,HR Executive
25,No,Sales,7891,2,3,39,28,4,No,6,HR Executive
40,Yes,HR,2941,4,4,25,2,3,Yes,9,Technician
36,No,R&D,19356,3,4,34,6,4,No,9,HR Executive
29,Yes,HR,14939,1,1,19,28,3,Yes,5,Technician
48,No,HR,17311,4,3,18,26,1,No,6,Manager
20,No,HR,3902,3,3,34,17,3,Yes,9,Manager
45,Yes,HR,2248,2,4,36,8,2,No,9,Sales Executive
22,No,HR,9528,3,4,29,14,1,No,3,Manager
43,No,R&D,5585,4,4,18,11,1,Yes,1,Manager
48,No,R&D,16204,4,4,1,4,3,Yes,6,HR Executive
51,No,R&D,4008,2,3,32,1,1,Yes,0,HR Executive
55,No,Sales,10869,3,4,11,1,4,No,0,Manager
20,Yes,HR,18561,3,1,7,3,2,No,7,Engineer
33,No,Sales,4102,3,2,33,7,1,No,3,Engineer
38,No,R&D,16722,3,2,13,24,4,Yes,7,Engineer
47,No,HR,11324,4,2,3,7,1,Yes,0,Engineer
56,No,Sales,2081,4,3,1,5,4,No,3,HR Executive
44,No,R&D,8400,2,4,10,17,2,No,9,Sales Executive
52,No,R&D,4518,4,3,36,28,2,No,8,Engineer
26,Yes,R&D,15855,3,3,30,24,3,No,3,Engineer
34,Yes,R&D,18441,2,4,8,25,2,No,8,Engineer
32,No,R&D,2749,4,1,29,26,4,Yes,2,Manager
18,No,R&D,3441,3,4,14,19,4,Yes,9,Manager
45,No,HR,15114,1,4,17,29,4,Yes,9,HR Executive
37,Yes,R&D,10482,1,3,31,21,4,Yes,0,Technician
48,Yes,R&D,4945,2,3,17,5,2,No,0,Technician
38,Yes,Sales,9730,2,1,33,1,2,Yes,6,Sales Executive
31,No,Sales,2282,1,2,9,21,1,Yes,3,Technician
47,No,HR,18070,4,2,6,9,2,Yes,7,Technician
19,No,HR,3348,2,4,28,7,3,Yes,5,Engineer
57,No,R&D,15366,2,4,9,16,1,No,4,Manager
54,No,R&D,4468,4,2,3,9,3,Yes,4,Sales Executive
22,No,Sales,19255,3,4,15,4,2,Yes,2,HR Executive
45,No,Sales,18065,3,2,0,22,2,No,6,Engineer
58,No,Sales,10247,2,3,6,24,2,No,9,Manager
55,No,Sales,3000,4,4,13,22,2,No,7,Technician
27,No,HR,11845,1,2,34,10,2,Yes,7,Manager
18,Yes,R&D,3179,3,1,36,29,3,No,8,Sales Executive
41,No,HR,14666,2,3,28,29,4,Yes,8,Technician
22,No,R&D,14229,2,1,16,14,1,No,2,Sales Executive
20,No,R&D,6027,2,4,3,21,4,Yes,7,Manager
24,No,HR,15817,2,1,0,20,3,No,3,Technician
50,No,R&D,8006,3,4,25,8,3,No,2,Technician
27,No,Sales,11379,1,1,5,10,4,Yes,1,Sales Executive
43,No,R&D,5874,3,4,31,26,2,Yes,2,Manager
27,Yes,R&D,12781,3,3,7,21,2,Yes,6,Sales Executive
27,Yes,HR,17131,2,4,22,15,3,No,6,Engineer
37,No,HR,2462,1,3,22,16,3,No,0,HR Executive
27,No,R&D,2598,4,2,25,22,2,Yes,8,HR Executive
46,No,Sales,16101,2,4,22,11,2,Yes,3,Engineer
18,No,HR,3107,3,1,0,29,4,Yes,7,Engineer
22,No,HR,17479,1,3,32,7,2,No,4,Technician
28,No,Sales,18555,2,1,32,5,4,No,1,Technician
48,No,HR,19603,3,2,8,20,4,No,9,HR Executive
32,No,R&D,19639,4,4,34,22,4,Yes,5,Sales Executive
20,Yes,Sales,18328,1,4,15,14,4,Yes,1,Sales Executive
32,Yes,R&D,3066,4,4,8,15,2,No,0,HR Executive
44,No,R&D,15313,4,1,21,4,2,No,2,Sales Executive
21,No,HR,15598,1,2,19,3,3,Yes,9,Manager
49,No,Sales,13021,2,3,17,26,2,No,4,Manager
30,No,HR,4348,2,2,0,11,3,Yes,8,HR Executive
44,No,HR,17950,4,2,14,15,4,No,5,Manager
35,No,Sales,3283,1,3,28,26,1,No,3,Manager
28,No,R&D,19349,3,4,5,7,1,Yes,9,Manager
41,No,R&D,7557,3,2,36,21,4,No,3,Sales Executive
54,No,Sales,17477,1,4,14,6,4,No,1,Manager
23,No,R&D,7378,4,1,25,28,3,Yes,0,HR Executive
42,No,R&D,9970,4,4,37,1,4,Yes,7,Engineer
31,No,Sales,8266,1,2,34,20,2,No,2,HR Executive
39,No,Sales,16296,2,3,20,15,4,No,9,HR Executive
36,No,HR,2824,2,4,34,17,4,No,3,Technician
30,Yes,HR,14076,1,2,39,6,1,Yes,7,Engineer
24,No,HR,9407,3,1,26,4,1,Yes,9,Manager
31,Yes,R&D,10149,3,1,5,21,4,Yes,4,Manager
32,No,Sales,14092,4,2,26,20,1,Yes,7,Manager
47,Yes,HR,12611,2,3,33,26,4,No,4,Engineer
24,No,HR,19328,2,4,25,16,2,No,6,Sales Executive
57,No,Sales,13582,4,2,21,13,3,Yes,3,Sales Executive
59,No,Sales,9319,3,4,15,5,2,No,8,HR Executive
47,Yes,R&D,10859,3,4,39,21,4,Yes,6,Sales Executive
55,No,R&D,15159,4,1,9,24,1,No,0,Engineer
30,No,HR,2654,1,3,8,26,4,No,1,Technician
41,No,HR,12555,4,1,0,7,4,Yes,2,Engineer
56,No,HR,9083,1,2,25,7,2,No,2,Engineer
42,No,Sales,2682,4,1,11,6,4,No,9,Technician
20,No,R&D,13078,3,3,31,11,2,No,1,Manager
48,No,Sales,8349,3,2,6,21,3,Yes,5,HR Executive
46,No,R&D,4846,4,1,18,25,3,No,9,HR Executive
31,No,HR,14534,1,3,24,1,4,Yes,2,Engineer
30,Yes,HR,12878,4,2,33,1,4,No,7,Technician
34,No,Sales,3487,2,4,30,6,3,Yes,1,Engineer
29,No,HR,15853,2,1,5,15,4,No,4,Technician
42,Yes,HR,12136,4,1,12,18,1,Yes,6,Manager
58,No,R&D,16746,2,3,17,13,4,Yes,1,Sales Executive
38,No,HR,18942,2,2,3,15,4,Yes,5,Technician
26,Yes,HR,19411,4,3,0,19,4,No,9,Technician
49,Yes,HR,12132,3,4,27,19,4,No,1,Technician
37,Yes,HR,14523,2,2,29,14,1,Yes,4,Manager
18,No,R&D,2774,3,2,20,27,4,Yes,3,HR Executive
56,No,Sales,16718,4,4,34,19,2,Yes,5,HR Executive
29,No,R&D,6607,4,4,10,25,4,Yes,0,Technician
28,No,Sales,6527,2,1,28,21,1,No,9,Technician
39,No,HR,2341,4,3,35,21,4,Yes,1,Sales Executive
51,No,Sales,8871,3,3,2,9,2,Yes,2,Technician
40,No,HR,18218,1,2,13,3,1,No,3,HR Executive
27,No,HR,17156,4,3,28,21,1,Yes,7,Sales Executive
39,No,HR,4793,2,1,18,20,1,No,5,HR Executive
56,No,R&D,13989,3,3,10,17,1,No,3,Sales Executive
19,No,HR,8246,4,3,8,13,1,Yes,0,Technician
39,No,Sales,13596,3,3,17,24,4,No,1,Manager
18,Yes,Sales,19141,1,3,26,13,4,Yes,7,Technician
45,No,HR,10827,3,4,22,5,1,No,9,Technician
46,No,HR,10578,1,3,33,14,4,Yes,6,Sales Executive
53,No,R&D,11815,1,2,9,26,2,Yes,5,Technician
54,No,Sales,2720,3,1,22,3,1,Yes,2,Technician
37,Yes,R&D,10027,2,3,8,27,2,No,8,Sales Executive
48,No,HR,2939,4,3,0,17,2,No,3,Manager
43,Yes,R&D,3387,1,2,3,4,3,No,0,Engineer
29,No,Sales,5981,2,2,6,14,3,Yes,8,Manager
31,No,Sales,2059,2,2,10,11,1,No,1,Manager
22,No,HR,9797,2,3,18,3,3,Yes,1,HR Executive
29,No,Sales,2739,2,3,24,3,4,No,9,Sales Executive
31,No,Sales,14238,3,1,36,7,2,No,6,Manager
26,No,Sales,2285,2,1,7,1,4,No,9,Manager
32,No,HR,5115,2,1,14,20,3,No,0,Technician
25,No,Sales,4981,2,3,31,6,2,No,2,HR Executive
52,No,Sales,3591,3,1,5,25,3,No,1,Engineer
38,No,HR,12126,3,2,23,10,4,No,8,HR Executive
40,No,HR,6788,4,2,18,20,4,Yes,2,Manager
25,No,Sales,5548,2,4,34,6,3,No,6,Engineer
26,No,HR,5748,2,3,17,20,3,No,8,Manager
24,No,R&D,2053,4,3,1,24,2,No,2,Technician
29,No,Sales,12989,1,1,16,11,2,Yes,9,Manager
36,No,Sales,2373,2,2,16,21,1,No,1,Technician
40,Yes,HR,4633,3,4,25,25,2,No,0,Manager
50,No,Sales,10596,3,4,28,9,2,No,3,Technician
46,No,HR,12063,3,1,30,17,1,Yes,2,Engineer
28,No,R&D,17968,1,1,10,6,2,Yes,9,Engineer
29,No,HR,3605,1,3,9,17,1,Yes,4,Manager
44,Yes,HR,4968,2,2,39,17,2,Yes,7,HR Executive
51,No,Sales,16448,4,1,24,6,4,No,8,Technician
55,Yes,Sales,10035,3,3,39,4,3,Yes,8,Technician
41,No,Sales,15809,1,1,28,29,2,Yes,5,Technician
54,No,HR,18531,4,3,31,7,3,Yes,0,Technician
35,No,HR,10235,2,1,21,2,3,Yes,6,HR Executive
26,No,Sales,15377,4,3,15,23,2,Yes,4,HR Executive
58,No,R&D,7305,3,1,11,26,4,Yes,4,Sales Executive
57,No,Sales,18414,1,1,35,8,3,No,8,Engineer
23,No,R&D,2113,1,4,23,10,4,No,8,Engineer
52,No,HR,8909,2,4,31,8,4,No,4,Manager
42,Yes,R&D,16390,4,3,6,24,3,No,3,Technician
22,No,HR,2454,3,4,17,20,3,No,9,Sales Executive
50,Yes,Sales,13811,4,1,5,2,4,Yes,2,Technician
50,Yes,HR,9184,3,1,10,18,2,No,9,Technician
24,No,Sales,2959,4,4,34,20,1,Yes,5,Sales Executive
29,Yes,HR,11077,4,1,17,26,1,Yes,9,Sales Executive
31,No,R&D,18579,2,3,24,9,1,Yes,9,Technician
30,No,Sales,13150,2,1,38,7,4,Yes,4,Technician
21,No,Sales,10273,1,3,18,1,3,Yes,9,HR Executive
53,No,HR,11471,3,4,35,15,2,No,9,Sales Executive
53,No,Sales,11675,4,3,1,1,2,No,1,Sales Executive
57,No,Sales,14455,4,1,15,7,1,Yes,7,Technician
33,No,Sales,15997,2,1,13,7,2,Yes,4,Manager
41,No,HR,6705,1,3,36,2,3,No,0,Engineer
56,No,HR,12144,4,1,27,15,2,No,1,Sales Executive
32,No,Sales,19836,2,1,10,4,3,Yes,9,HR Executive
19,Yes,R&D,4523,2,1,16,8,4,Yes,3,Manager
43,No,Sales,3483,1,1,24,17,4,Yes,8,Manager
37,No,HR,12779,3,1,27,15,4,No,9,Manager
50,No,R&D,14856,4,3,10,20,3,Yes,7,Technician
19,No,Sales,5950,2,3,16,6,4,No,9,HR Executive
40,No,Sales,10922,1,3,10,23,2,Yes,6,Engineer
33,No,Sales,5322,4,1,22,1,4,Yes,2,Manager
33,No,Sales,14269,1,1,17,14,3,No,7,Manager
54,Yes,HR,2728,3,1,24,26,3,No,0,HR Executive
23,No,HR,16066,1,4,8,7,1,Yes,6,Technician
19,No,HR,17464,2,3,23,9,4,No,7,Manager
54,Yes,HR,5280,3,1,27,14,3,Yes,0,HR Executive
59,No,HR,16800,4,2,17,3,3,No,8,Technician
26,Yes,HR,10746,2,3,29,3,2,No,0,HR Executive
43,No,HR,2386,4,3,11,20,2,Yes,9,Technician
25,No,HR,17900,3,1,30,18,1,No,8,Manager
33,No,R&D,17473,1,2,4,18,4,Yes,1,Manager
34,No,Sales,19054,3,1,33,10,1,Yes,9,HR Executive
38,No,R&D,12588,3,4,1,29,3,Yes,2,Sales Executive
47,No,R&D,3370,1,1,10,10,4,Yes,2,Manager
40,No,Sales,14424,4,2,26,16,2,Yes,5,Technician
50,No,R&D,10333,3,3,31,29,3,Yes,8,Sales Executive
35,No,HR,12542,4,2,15,26,3,Yes,5,Technician
26,No,R&D,10122,4,4,21,23,1,No,5,Sales Executive
56,Yes,Sales,4985,1,2,3,9,1,Yes,1,Technician
26,No,HR,13602,2,3,37,21,2,Yes,5,HR Executive
51,Yes,HR,6460,2,1,3,22,4,No,2,Engineer
26,No,HR,6824,4,3,30,8,2,No,7,Sales Executive
42,No,R&D,2841,2,1,37,18,2,No,5,Sales Executive
43,No,Sales,15669,4,3,15,20,4,No,5,Engineer
18,No,R&D,3749,4,2,38,1,2,Yes,8,Sales Executive
55,No,R&D,19577,2,4,26,28,1,Yes,1,Engineer
33,No,Sales,12055,2,3,28,11,3,Yes,6,Technician
19,Yes,Sales,6900,4,1,15,14,2,Yes,5,Sales Executive
37,No,R&D,12064,4,1,18,12,4,No,3,Manager
23,No,Sales,2111,4,4,37,18,4,Yes,8,HR Executive
52,Yes,HR,6737,3,2,30,1,1,Yes,0,Technician
32,No,HR,15608,1,2,27,3,2,No,1,Technician
49,No,HR,11431,1,4,29,29,4,No,4,Manager
51,No,Sales,15556,2,4,19,4,2,Yes,0,Manager
26,No,Sales,16969,2,1,14,17,3,No,3,Manager
51,No,HR,9260,2,1,1,20,4,No,0,Engineer
47,Yes,HR,3956,2,4,36,17,3,Yes,3,Manager
37,No,HR,13863,1,4,0,16,3,Yes,0,Sales Executive
23,Yes,HR,19836,4,1,23,26,4,No,1,HR Executive
39,No,Sales,14214,3,4,35,11,1,Yes,7,Engineer
20,No,Sales,19620,2,3,21,19,4,Yes,1,Sales Executive
57,No,R&D,8827,1,1,31,25,4,No,2,Technician
49,No,R&D,15270,3,4,34,11,1,Yes,1,Sales Executive
41,No,R&D,14330,2,2,0,26,1,No,6,Manager
26,No,R&D,14332,2,4,7,28,3,No,2,Sales Executive
33,Yes,Sales,14214,1,4,11,29,2,No,0,Engineer
38,Yes,HR,17284,2,1,13,2,3,No,4,Technician
37,Yes,HR,2843,4,2,7,8,4,Yes,1,Sales Executive
44,No,HR,9831,1,1,30,9,1,No,9,Manager
39,No,R&D,18671,4,3,10,8,1,No,3,Technician
51,No,R&D,7544,4,4,36,26,3,No,8,Technician
50,No,HR,18360,3,2,14,18,3,No,1,Sales Executive
34,Yes,HR,15798,4,4,8,11,1,Yes,9,Sales Executive
53,No,HR,11918,1,2,20,12,4,Yes,2,Technician
31,Yes,HR,15526,3,2,29,9,3,No,6,Engineer
18,No,R&D,13592,1,1,20,4,3,No,4,Engineer
58,No,Sales,9899,2,4,33,21,3,No,5,Manager
59,No,R&D,15743,4,2,24,23,4,No,6,HR Executive
59,No,Sales,3667,2,3,4,12,2,Yes,5,Manager
51,No,R&D,11681,3,4,17,4,2,No,7,Technician
48,No,R&D,8632,1,2,0,29,3,No,7,Sales Executive
20,No,R&D,16130,2,3,9,8,2,No,2,Engineer
24,Yes,Sales,3386,3,1,39,22,3,No,0,Technician
35,Yes,Sales,13655,2,3,26,29,4,Yes,5,HR Executive
33,No,HR,5808,2,2,29,20,3,No,0,HR Executive
48,No,Sales,14461,3,2,0,21,2,No,1,HR Executive
38,No,R&D,13640,3,1,29,17,3,Yes,7,Manager
51,No,R&D,13071,1,3,21,21,4,Yes,0,Technician
37,No,Sales,12164,4,4,6,26,1,Yes,6,Technician
25,Yes,Sales,2010,3,4,14,21,2,Yes,9,HR Executive
57,No,HR,16221,1,4,25,8,3,Yes,5,Manager
47,Yes,HR,15024,3,4,19,23,2,Yes,1,Manager
19,Yes,R&D,10713,1,2,21,13,3,Yes,3,Sales Executive
29,No,Sales,9937,4,1,18,27,3,Yes,4,Engineer
45,Yes,HR,17705,1,1,37,26,4,Yes,6,Sales Executive
30,Yes,HR,15714,3,1,0,17,2,No,4,Technician
54,No,Sales,13098,2,4,7,15,2,Yes,4,Sales Executive
26,No,Sales,11393,2,3,37,4,3,No,4,Sales Executive
44,No,Sales,17573,4,1,22,14,1,No,5,Engineer
28,No,HR,19189,1,2,38,14,4,No,6,Sales Executive
57,No,HR,6068,3,3,32,12,1,Yes,9,HR Executive
59,No,R&D,17636,3,1,6,14,1,No,1,Sales Executive
54,No,Sales,6046,3,3,28,14,2,Yes,5,Manager
35,No,R&D,18073,1,3,3,3,2,No,0,Engineer
50,No,R&D,18036,4,1,1,6,3,Yes,6,Sales Executive
20,No,Sales,8879,3,2,39,12,1,No,2,HR Executive
57,No,R&D,3263,1,1,11,25,2,No,8,HR Executive
45,No,HR,3898,3,1,23,23,1,Yes,5,Engineer
46,No,Sales,10404,2,4,30,6,2,No,8,Engineer
20,No,Sales,10318,3,3,22,15,4,No,9,Technician
42,No,Sales,12286,3,2,23,12,3,No,5,Engineer
46,No,Sales,18203,2,3,12,7,3,No,4,Manager
29,Yes,HR,6390,4,3,18,22,4,Yes,5,HR Executive
52,No,HR,19802,4,2,33,21,3,No,4,Sales Executive
25,Yes,R&D,14068,1,2,31,5,1,Yes,6,Manager
51,No,Sales,14713,1,2,15,11,2,No,2,Sales Executive
50,No,Sales,15331,2,3,1,28,4,No,2,HR Executive
47,No,Sales,17046,4,3,16,24,2,No,1,Technician
50,No,Sales,8576,3,1,3,26,1,Yes,2,Technician
49,No,Sales,4921,2,2,19,23,3,No,2,Manager
19,No,R&D,4117,3,3,24,1,2,Yes,5,Technician
44,No,R&D,2308,2,1,5,9,2,No,7,Manager
46,No,HR,7343,1,4,8,12,1,Yes,4,HR Executive
43,Yes,HR,10787,1,4,22,25,2,No,3,Engineer
37,No,R&D,9939,3,4,21,27,3,Yes,7,Technician
20,No,R&D,19823,1,4,26,2,2,No,5,Manager
32,Yes,HR,7264,3,3,31,10,2,Yes,8,Manager
19,No,R&D,12316,3,2,27,18,3,No,0,Manager
36,No,HR,2833,1,2,9,18,2,Yes,0,Manager
50,Yes,R&D,16913,4,1,30,3,3,Yes,5,Engineer
26,No,Sales,2107,4,3,38,1,3,Yes,1,Sales Executive
35,No,HR,5551,4,4,12,22,4,Yes,4,HR Executive
56,No,R&D,17367,4,2,6,8,2,No,8,Manager
47,Yes,Sales,10949,1,2,33,8,1,No,3,Technician
